subject,version,character,act,event,coherence,lag,correct_detail,correct_order,response_detail,response_order,notes,rater
604,1,johnny,1,A,coherent,short,"A while later, as Charles turned, he nearly collided with Johnny Pratt.
“Sorry man,” muttered Johnny, tilting his head back and forth as he scanned the area.
“Hey Charles,” he said, “Have you seen my mashed potato recipe lying around here?”
“No, I haven’t,” said Charles, “And what are you doing with a mashed potato recipe?”
“It’s a family recipe, and my grandmother wrote out only one copy for me,” he replied.
“I really need to make my grandmother’s mashed potato for dinner to make things better.”
“You see,” Johnny continued, “My boyfriend’s real upset that I’ve been so unavailable lately.”
“But if I don’t make it up to him, he might move out, so I better find the recipe!” Johnny explained as he walked away.",8,"On his way back to the office, Charles ran into his friend Johnny Walker. Johnny was a white man with dark brown hair and blue eyes. Johnny asked Charles if he had seen a mashed potato recipe. Charles asked Johnny why he was walking around with a mashed potato recipe. Johnny told Charles that he was having troubles with his boyfriend and needed to make his grandmothers famous mashed potatoes for him in order to make it up to him and save his relationship, but that he had lost the recipe. Charles told Johnny that he hadn't seen the recipe but that he hoped he would find it.",11,Says Johnny walker instead of pratt,aid
604,1,charles,1,E,mainplot,mainplot,"Two hours later, Charles arrived at the newsroom, almost out of breath from the bike ride over.
He quickly walked through the empty hallway and made his way to his disorganized desk.
Charles sat down and without any moment to spare, he reached for his camera.
One by one, Charles closely observed each photograph he had taken, looking for the one that would be his crowning achievement.
“Aha, this is it!” Charles exclaimed to himself as others in the room looked to his direction.
Embarrassed, Charles leaned into his computer screen and began frantically drafting an email with the attached photograph.
He was interrupted by the secretary who walked in and asked, “How was the press conference, Charles?”",9,"Back at the office, Charles drafted an email of the photo to the head editor.",12,,aid
604,1,charles,2,A,mainplot,mainplot,"Wednesday at noon, Charles scanned the local bus schedule and rushed to the bus stop.
He sat down on the bus stop bench, relieved that he had two minutes to spare until the next scheduled arrival.
Charles waited patiently as he read a just-received text from his mother about their meeting at the park.
A red double-decker bus approached, and its doors swung open before he could reply.
Charles boarded the bus and greeted the bus driver, “Hey, how’s it going?”
The bus driver refused to turn his head towards Charles and impassively muttered “Mmm.”
Charles dismissed the bus driver’s aloof response and continued down the aisle, scanning the rows for an open seat.
He sought a seat in the middle row and stared off into the distance, fantasizing about a possible promotion.",10,"The next day, he met his mother for lunch in the park.",13,,aid
604,1,sandra,2,B,unrelated,short,"Charles suddenly received a video call from Sandra Mayes, who waved at the camera.
“I’m here at a café,” said Sandra, “I was worried someone I met would be arriving.”
“A dozen philanthropists are hocking me to paint their mansions,” said Sandra.
“Are you telling me that you had way too much of a good time at the show?” said Charles.
“You shouldn’t be worried, you could make a fortune off them,” Charles continued.
Sandra slowly stood up the chair and muttered, “There’s just too many of them.”
As she headed towards the exit, in walked a short woman with a red sportscoat.
Sandra avoided making eye contact with her and walked out, before ending the call.",11,Charles also received a text from Sandra Mayes who said she was waiting at a cafe for her blind date and was nervous.,18,,aid
604,1,charles,2,B,mainplot,mainplot,"Charles Bort ate lunch with his mother Ethel, but he obsessed about an overdue promotion.
Wednesday at noon, they sat on a green park bench, Charles sweating under his flat cap.
Ethel handed Charles half of her tuna salad sandwich as Charles apologized, “Sorry I missed last week, mom.”
“I’ve been trying to build my portfolio,” Charles continued as she took a bite of her own.
“Don’t worry about it,” Ethel replied calmly, “You know I’m very proud of you.”
“But Charles,” she continued, “Can you at least tell me you’re enjoying yourself these days?”
“That’s irrelevant, I’ll be more satisfied if I finally get promoted!” he replied.
“Come on,” said Ethel, “Charles, isn’t there some special person in your life?”",12,"Charles' mother was named Ethyl Bort, and she was a short white elderly woman with curly white hair, blue eyes, and wrinkles on her face. She was smiling throughout their conversation. Ethyl asked Charles if he was enjoying his work. Charles told Ethyl that enjoying his work didn't matter and it was only important that he might get a promotion for taking such a good photo that made it into the paper.",14,,aid
604,1,johnny,2,A,coherent,short,"Charles was surprised by a text from Johnny Pratt.
Johnny texted, “Charles, any chance you know a cheap airline to Hawaii?”
Charles replied, “No, but tell me, is there some special occasion you’re celebrating?”
“Not exactly,” he responded, “My boyfriend thought that Hawaii would be a relaxing place to visit.”
“He wanted to do something nice for me,” Johnny continued.
“Oh!” Johnny added in a subsequent text, “You want some leftover potatoes?”
Charles replied, “Of course, you know how much I always look forward to your cooking, and I’ll ask around about airline tickets.”
“Thanks, he’s sorry for being too tough on me, and now he wants to make up for it,” Johnny explained.",13,"He also received a call from Johnny, who asked him if he knew of any cheap tickets to Hawaii. Charles asked Johnny if he was planning to travel. Johnny told him that he had found his mashed potato recipe and made dinner for his boyfriend. His boyfriend apologized for being harsh with the him the past few days and invited him on a trip to Hawaii to make it up to him. Johnny also offered Charles leftover mashed potatoes. Charles accepted the mashed potatoes, saying he was always interested in Johnny's cooking, and the two ended the call.",19,,aid
604,1,charles,2,C,mainplot,mainplot,"Charles looked at his mother and asked her if she had seen his photograph.
“I don’t understand why they would take a photograph of a photographer,” Ethel mused.
“Don’t be silly, mom, the front-page photo I took of the Mayor!” Charles chided.
“You sent me that article link,” she explained, “But there wasn’t any photograph in it.”
“That can’t be,” he replied as he pulled out his phone, “The photo is supposed to tie the whole report together!”
Charles waited for the article to slowly load on his smartphone, clenching his teeth.
When the article finally appeared, Ethel complained, “I told you there was no photo!”
Charles cried, “But that photo’s my chance at becoming photography editor!”",14,Charles asked Ethyl if he had seen the link to the article she had sent him. Ethyl said that she saw the article but that there was no photo in it. Charles said that couldn't be right. He pulled up the article on his phone and he and Ethyl read it together and he realized that she was right and there was no photo in the article.,15,,aid
604,1,beatrice,2,B,unrelated,long,"Moments later Beatrice Small stopped by, smiling ecstatically.
“It could have been a lot worse than this.” Beatrice chimed.
Charles noticed a concerning cast on her left arm. He asked, “Beatrice, are you okay?”
“Absolutely!” Beatrice exclaimed, “This is the least pain I’ve ever felt in my life!”
“My bicycle skidded out on a damp road, and I broke my fall with this arm.”
“That’s awful,” Charles replied, “Wasn’t it painful to keep using that arm?”
“Oh sure,” Beatrice said, “But I got back up, biked all the way back, and finished!”
“You should bike with me some time,” Beatrice suggested, smiling as she left.",15,,,,aid
604,1,charles,2,D,mainplot,mainplot,"An hour later, Charles walked quickly up the stairs to the newspaper’s administrative office.
He traversed several aisles of grey-walled cubicles to the managing editor’s closed door.
“He’s in a meeting,” explained the secretary at the long desk adjacent to the door.
“But it’s urgent,” said Charles, “It’s about today’s paper, he needs to hear it now.”
“It’s a bit late for that,” replied the secretary, who held out a fresh print of the evening paper.
Charles took hold of it and scanned the photo of a smiling mayor on the front cover.
“This is wrong!” he shouted, “I need to speak to him now, it’s the wrong photo!”
“Look Charles, just take a seat over there, and I’ll let you know when he’s ready.”",16,Charles became very upset and said he needed to go to work and talk to the head editor to see what happened.,16,,aid
604,1,charles,2,D,mainplot,mainplot,"An hour later, Charles walked quickly up the stairs to the newspaper’s administrative office.
He traversed several aisles of grey-walled cubicles to the managing editor’s closed door.
“He’s in a meeting,” explained the secretary at the long desk adjacent to the door.
“But it’s urgent,” said Charles, “It’s about today’s paper, he needs to hear it now.”
“It’s a bit late for that,” replied the secretary, who held out a fresh print of the evening paper.
Charles took hold of it and scanned the photo of a smiling mayor on the front cover.
“This is wrong!” he shouted, “I need to speak to him now, it’s the wrong photo!”
“Look Charles, just take a seat over there, and I’ll let you know when he’s ready.”",16,"When he got to work, Charles stormed into the head editor's office and ran into the secretary, a short white woman with short brown hair. Charles said he needed to see the boss immediately. The secretary told Charles he would have to wait as the head editor was in a meeting. She asked Charles what he was upset about. Charles said that he had been shorted and his picture wasn't included in the online post. The secretary pulled out the print copy of the newspaper which featured a photo of the mayor smiling. Charles said this wasn't right and again demanded to see the mayor. The secretary told Charles again that he would have to wait and told him to sit in a chair in the corner.",20,,aid
604,1,melvin,2,A,coherent,long,"Charles was cut off by a phone call from Melvin Doyle.
“Hey Charles,” said Melvin, “Do you know what you’re doing a month from tonight?”
“I’m not yet sure,” he replied, “Why, is there something important next month?”
“Only yours truly taking the stage for a one-night performance,” he replied jubilantly.
“That’s fantastic,” said Charles, “I never doubted for a moment they’d let you perform!”
Melvin replied, “I’ll keep you posted on the date and tickets, so until then, wish me luck!”
“Oh, what a noble mind is overthrown!” Melvin blurted in a high falsetto.
He returned to his normal voice, proclaiming, “You’ll be hearing more of that in a month!”",17,"On his way to work, Charles received a face time call from Mateo. Mateo asked Charles if he had any placed one month from that day. Charles said he didn't think so and asked him why he would ask. Mateo told him that he received the part of Hamlet in the play and would be performing a month later. Charles congratulated Mateo and said he would be there. Mateo was wearing the same Shakespearean outfit he was in the previous face time call and began performing a monologue from the play in falsetto before saying goodbye to Charles and hanging up.",17,,aid
604,1,charles,2,E,mainplot,mainplot,"Just then the managing editor’s door swung open, and the secretary waved Charles in.
The managing editor sat in a tall leather chair at his mahogany desk, placing his pen down.
“What can I do for you, Charlie-boy,” he asked, looking up from his computer screen.
“There’s a big problem,” Charles said gravely, “You got the wrong photograph on the cover!”
“Oh, you mean the photograph we had to buy since you didn’t do your job,” he replied.
“No way,” said Charles, “I sent you the perfect picture of the mayor yesterday morning!”
Charles suddenly realized he had never pressed “Send” on the email, and his boss was right.
“Never mind,” Charles relented, and left to sulk at his desk, with no promotion.",18,"After a few minutes, the secretary told Charles the head editor was ready to see him and he could go on in. Charles walked into the office and the head editor was sitting behind his computer working. He asked Charles, \""what can I do for you.\"" Charles said that the picture in the newspaper was wrong. The editor said, \""you mean the picture we had to buy because you couldn't do your job.\"" Charles asked what he meant as he had sent him the perfect photo, but as he was talking he realized that he had never hit send on the email. Charles said never mind and walked out of the office angrily, realizing that he wouldn't get a promotion.",21,,aid
604,1,beatrice,1,B,,,"A tremor ran through his leg, as his phone received a text from Beatrice Small.
“I know you’re probably busy,” Beatrice texted frantically, “But, I’m up against a deadline.”
“I need to raise at least a hundred dollars to bike in the marathon an hour from now.”
“And you think I have that kind of money?” Charles replied, “I’m not that rich.”
“My doctor diagnosed me with seronegative arthritis,” Beatrice explained, “And I’m trying to fight the pain.”
“He said exercise helps with the pain, so I want to test that to the extreme!”
“What if I donate fifty dollars to your cause,” Charles offered, “Would that be enough?”
“That would be fantastic, thanks so much!” replied Beatrice before putting her phone away.",N/A,,,,aid
604,1,beatrice,2,A,,,"Moments later Beatrice Small stopped by, looking downcast.
“This is one of the worst days I’ve had in a while,” Beatrice said.
Charles noticed a crumpled tissue in her right hand and asked, “Beatrice, are you okay?”
“Not really,” Beatrice continued, “I have to find another place to live, and soon!”
“When I came home, this Labrador in a pink collar was barking behind my front door.”
“Oh,” said Charles, “Is there anything I can do to help with the process?”
“Sure,” said Beatrice, “If you know of any one-bedroom apartments, let me know!”
“Or any good-looking singles,” Beatrice quipped as she left.",N/A,,,,aid
604,1,johnny,1,B,,,"A while later, as Charles turned, he nearly collided with Johnny Pratt.
“Sorry man,” muttered Johnny, tilting his head back and forth as he scanned the area.
“Hey Charles, he said, “Any chance you’ve seen my American Express card lying nearby?”
“Actually, I haven’t,” said Charles, “And did you happen to lose that around the office?”
“It’s a bit embarrassing, but I forgot that my mortgage payment was past due,” he replied.
“You see, the payment was late, but the bank gave me an extension only if I use my credit card.”
“They’re letting me make the next payment by the end of the day,” Johnny continued, “Or else I’ll lose everything.”
“The bank closes in a few hours, so I better find that credit card!” Johnny explained as he walked away.",N/A,,,,aid
604,1,johnny,2,B,,,"Charles was surprised by a text from Johnny Pratt.
Johnny texted, “Charles, any chance you know a lawyer who does financial cases?”
Charles replied, “No, but don’t tell me you got yourself into trouble again.”
“Not exactly,” he responded anxiously, “But the bank’s coming after me.”
“Maybe I could have been more careful. Anyways, I really could use legal representation,” he continued.
“Also,” Johnny added in a subsequent text, “Could I crash on your couch for a while?”
Charles replied, “Of course, you know you can stay at my place if need be, and I’ll ask around about the lawyer.”
“Oh, one more thing the lawyer has to be okay with no payment up front, since I’m now broke,” Johnny explained.",N/A,,,,aid
604,1,melvin,1,B,,,"Charles was interrupted by a video call from Melvin Doyle.
Melvin said, “Hey, Charles, I dove into the dumpster this morning!”
“I bet that sounds really weird,” Melvin suggested, and Charles nodded in assent.
“Well, I thought I dropped my keys in there, why else would I go around ruining my white coat?”
“Anyways, now I’m locked out of my house and must locate my keys in time,” he explained.
“There’s this New York-style pizza I have in the oven, and it might be the best dish I’ve ever made!”
“But I might have left the oven on, so I should probably run back there as soon as possible.”
Melvin looked worrisome at Charles before blurting out, “Oops!” and ending the call.",N/A,,,,aid
604,1,melvin,2,B,,,"Charles was cut off by a phone call from Melvin Doyle.
“Hey Charles,” said Melvin, “Do you happen to know a good house-cleaning service in town?”
Melvin continued, “Also, I found out burnt cheese actually tastes delicious.”
Charles looked puzzled and replied, “I know a couple housekeepers. What exactly do you need to get cleaned?”
“Only a fully charred, ashy kitchen from a grease fire,” he replied surprisingly.
“Oh no,” said Charles, “I guess that’s what happens when you’re not careful.”
Melvin exclaimed, “Yeah, thank goodness the fire department has a spare key to my place.”
“Anyways, I’d appreciate you sending along the cleaners’ names when you get home!”",N/A,,,,aid
604,1,sandra,1,B,,,"Charles was caught off guard as he received a call from Sandra Mayes.
“My first mural show starts tonight,” she said, “And a lot of sponsors are coming.”
“I get headaches from dealing with just a few people, let alone a hundred philanthropists!”
“Aren’t they supposed to purchase your art,” Charles began, but Sandra sighed.
“The short critic with the red sportscoat hates murals, and they always listen to her.”
“Don’t worry about her,” said Charles, “Do you want me to come and keep you company?”
“Maybe,” replied Sandra, “Because see, when she actually likes artists, she starts following them around!”
“So, I might be less anxious if you keep her from talking to me,” she continued before hanging up.",N/A,,,,aid
604,1,sandra,2,A,,,"Charles suddenly received a video call from Sandra Mayes, who waved at the camera.
“I’m here at a café,” said Sandra, “I was hoping a man would be arriving.”
“Don’t tell me another date is standing you up again,” said Charles.
“Well, he’s over twenty minutes late, and I’ve yet to get a text from him,” said Sandra.
“Sandra, why are you wasting your time, you deserve much better,” said Charles.
Sandra slowly stood up from the chair and sighed, “I guess you’re right.”
As she headed towards the exit, in walked a long-haired man with sideburns and a leather jacket.
Sandra rolled her eyes and walked out, before ending the call.",N/A,,,,aid
605,2,charles,1,A,mainplot,mainplot,"It was Charles Bort’s big break: there was finally a scandal he could photograph.
For weeks, local journalists had been hounding Mayor Frank about his abuse of power.
Now, Charles would have his turn, to photograph the Mayor as he responded to impeachment.
Early Tuesday morning Charles shivered in the grey-walled newsroom wearing his yellow scarf.
His boss was due any minute with word of where and when the Mayor could be photographed.
Charles impatiently devoured many spoonfuls of Greek yogurt behind the piles on his desk.
Photos were bursting from manila folders and weeks of newspapers with post-its.
Charles studied each photo, the angles too forgiving, the Mayor smiling too much.",1,charles was excited about the photo because taking the right one for the paper would've have allowed him to be promoted.,2,,eb
605,2,beatrice,1,A,unrelated,long,"A tremor ran through his leg, as his phone received a text from Beatrice Small.
“Sorry to bug you right now,” Beatrice texted anxiously, “But, I’m having a bit of a dilemma.”
“My girlfriend and I are having trouble agreeing on whether to adopt a lab or a corgi.”
“Is this really that important?” Charles replied, “I don’t know anything about dogs.”
“It’s been rocky the past week,” she replied, “And my girlfriend thought a dog would make things easier.”
“But if she insists on adopting a Labrador with a Pink collar, I’m moving out!”
“Why don’t you go to the animal shelter together,” Charles suggested, “And try to agree there?”
“That’s a great idea, thanks for the advice!” replied Beatrice before putting her phone away.",2,"while at the conference, charles received another call from beatrice who talked to him about how her and her partner couldn't decide on which pet to get; charles suggested that they go an animal shelter together to pick out a pet. beatrice thought that this was a good idea.",7,,eb
605,2,charles,1,B,mainplot,mainplot,"The newsroom was quiet, but Charles could make out footsteps approaching from the echoing hallway.
Charles knew those heavy steps, as they belonged to the managing editor, Charles’ boss.
The wooden door creaked open, and Charles called out, “What’s doing, boss?”
“Don’t get cozy, you got a date with Mayor Frank’s press conference in twenty minutes.”
“Twenty minutes?!” Charles yelled, “How the hell am I getting to City Hall in twenty minutes?”
Charles scrambled to pack his Nikon camera, detachable flash, and extra batteries.
Charles ran to the exit and his boss yelled, “Don’t forget to send me the photo!”
“Take my bicycle, it’s in the mailroom,” the managing editor continued as Charles rushed out of the room.",3,"in the beginning, charles talked to the head editor about finding a photo of the mayor since he was being removed from office.",1,,eb
605,2,charles,1,B,mainplot,mainplot,"The newsroom was quiet, but Charles could make out footsteps approaching from the echoing hallway.
Charles knew those heavy steps, as they belonged to the managing editor, Charles’ boss.
The wooden door creaked open, and Charles called out, “What’s doing, boss?”
“Don’t get cozy, you got a date with Mayor Frank’s press conference in twenty minutes.”
“Twenty minutes?!” Charles yelled, “How the hell am I getting to City Hall in twenty minutes?”
Charles scrambled to pack his Nikon camera, detachable flash, and extra batteries.
Charles ran to the exit and his boss yelled, “Don’t forget to send me the photo!”
“Take my bicycle, it’s in the mailroom,” the managing editor continued as Charles rushed out of the room.",3,Charles was thrown off by the head editor telling him that he had to go take the picture of the mayor during a press conference that was happening relatively soon and asked how he was supposed to gget to the conference. the editor told him to take his bike.,3,,eb
605,2,melvin,1,A,coherent,long,"Charles was interrupted by a video call from Melvin Doyle.
Melvin said, “Hey, Charles, I’m just on the way to my big audition right now.”
“Can you guess which play it’s for?” Melvin quizzed, but Charles just shook his head.
“It’s Shakespeare’s Hamlet, why else would I go around wearing this Elizabethan collar?”
“They’re short on actors, so if they like me, I could end up playing Hamlet or Ophelia.”
“I had to prepare two monologues, including Hamlet’s, ‘to be or not to be’ speech.”
“I’ll do Ophelia’s speech in a falsetto, ‘O what a noble mind is overthrown.”
Melvin waved goodbye at Charles, saying “Wish me luck!” before ending the call.",4," during the conversation with melvin, charles listened to him talk about trying out for a role hamlet. the play that melvin was trying out for came up because of the costume that he was wearing.",5,,eb
605,2,charles,1,C,mainplot,mainplot,"Twenty minutes later Charles chained the bike to a meter by the marble City Hall steps.
A crowd had formed on the steps around the mayor’s podium, but Charles could not see the mayor.
He needed a better vantage point, so he maneuvered all the way to the front of the crowd.
Since the mayor was late, the other local reporters and photographers stood around chatting.
A woman with a small camera and notepad stood next to Charles, scribbling away.
Charles got her attention, and he asked, “Any idea why Mayor Frank is running late?”
She chuckled, “Apparently he dropped his daughter off at school, though he never does that.”
“I guess he wants us to go easy,” Charles laughed heartily, “But too bad he’s a crook!”",5,"after finishing the calls, charles briefly talked to the other reporters outside the conference including the journalist who was described as only having a camera and a pad of paper. ",5,,eb
605,2,sandra,1,A,coherent,short,"Charles was caught off guard as he received a call from Sandra Mayes.
“I have a blind date tomorrow,” she said, “And I’m getting really nervous.”
“I met this guy online, who’s really witty, but I don’t know what he looks like.”
“Isn’t that the point of a blind date,” Charles began, though he was interrupted by Sandra.
“He might be the guy who broke my friend’s heart, this smooth-talking womanizer type.”
“Well, that would be interesting,” said Charles, “You want some kind of advice from me?”
“No,” replied Sandra, “But, if he’s the guy with long hair, sideburns, and a leather jacket, he’ll be sorry.”
“Thanks though, I just wanted someone to talk to,” she continued before hanging up.",6,"while on his way to the conference, charles received several phone calls: one from melvin and another from sandra. charles and sandra discussed sandra's upcoming date as she didn't want the guy to be the same man that her friend dated. ",4,,eb
